name,category,ingredient_number,ingredient,amount
Leap Year Cocktail,Cocktail Classics,4,Lemon Juice,0.25
Lasky Cocktail,Cocktail Classics,1,Grape Juice,0.75
Lasky Cocktail,Cocktail Classics,2,Swedish Punch,0.75
Lasky Cocktail,Cocktail Classics,3,Gin,0.75
Lady Love Fizz,Cocktail Classics,1,Powdered Sugar,1
Lady Love Fizz,Cocktail Classics,2,Juice of a Lemon,0.5
Lady Love Fizz,Cocktail Classics,3,Egg White,1
Lady Love Fizz,Cocktail Classics,4,Gin,2
Lady Love Fizz,Cocktail Classics,5,Light cream,2
Handball Cooler,Vodka,1,Vodka,1.5
Handball Cooler,Vodka,3,Orange juice,0.5
Hyatt's Jamaican Banana,Cocktail Classics,1,Light Rum,0.5
Hyatt's Jamaican Banana,Cocktail Classics,2,White creme de cacao,0.5
Hyatt's Jamaican Banana,Cocktail Classics,3,Creme de banana,0.5
Hyatt's Jamaican Banana,Cocktail Classics,4,Vanilla Ice Cream,2
Hyatt's Jamaican Banana,Cocktail Classics,5,half-and-half,1
Hyatt's Jamaican Banana,Cocktail Classics,6,Banana,1
H.P.W. Cocktail,Cocktail Classics,1,Dry Vermouth,1.5
H.P.W. Cocktail,Cocktail Classics,2,Sweet Vermouth,1.5
H.P.W. Cocktail,Cocktail Classics,3,Gin,1.5
Hot Shot Margarita,Cocktail Classics,1,Tequila,2
Hot Shot Margarita,Cocktail Classics,2,Hot Shot Tropical Fruit Liqueur,1
Hot Shot Margarita,Cocktail Classics,3,Lemon or Lime Juice,1.5
The Groupie,Vodka,1,Lemon wedges,3
The Groupie,Vodka,2,Superfine sugar,0.5
The Groupie,Vodka,3,Citrus-flavored vodka,2
Hot Brandy Flip,Cocktail Classics,1,Whole Egg,NA
Hot Brandy Flip,Cocktail Classics,2,Powdered Sugar,1
Hot Brandy Flip,Cocktail Classics,3,Brandy,1.5
Grape Nehi,Vodka,1,Vodka,1
Grape Nehi,Vodka,2,Raspberry-flavored liqueur,1
Grape Nehi,Vodka,3,Fresh lemon juice,1
Hole-in-One Cocktai,Cocktail Classics,1,Scotch,1.75
Hole-in-One Cocktai,Cocktail Classics,2,Vermouth,0.75
Hole-in-One Cocktai,Cocktail Classics,3,Lemon Juice,0.25
Hole-in-One Cocktai,Cocktail Classics,4,Orange Bitters,0.02
Grapefruit Gimlet Royale,Vodka,1,Vodka,1.5
Grapefruit Gimlet Royale,Vodka,2,Fresh grapefruit juice,1
Grapefruit Gimlet Royale,Vodka,3,Fresh Lime Juice,0.25
Grapefruit Gimlet Royale,Vodka,4,Simple Syrup,0.25
Grapefruit Gimlet Royale,Vodka,5,Chilled Champagne,2
Hair Raiser,Cocktail Classics,1,100-proof Vodka,1.5
Hair Raiser,Cocktail Classics,2,Rock and Rye,0.5
Hair Raiser,Cocktail Classics,3,Lemon Juice,1
Godmother,Vodka,1,Vodka,1.5
Godmother,Vodka,2,Amaretto,0.75
Green Opal,Cocktail Classics,1,Gin,0.5
Green Opal,Cocktail Classics,2,Anisette,0.5
Green Opal,Cocktail Classics,3,Anis,1
Green Hornet (Dry),Cocktail Classics,1,Lime Vodka,2
Green Hornet (Dry),Cocktail Classics,6,Powdered Sugar,1
Green Fizz,Cocktail Classics,1,Powdered Sugar,1
Green Fizz,Cocktail Classics,2,Egg White,1
Green Fizz,Cocktail Classics,3,Juice of a Lemon,0.5
Green Fizz,Cocktail Classics,4,Gin,2
Green Fizz,Cocktail Classics,5,Green creme de menthe,1
Godchild,Vodka,1,Vodka,1
Godchild,Vodka,2,Amaretto,1
Godchild,Vodka,3,Heavy cream,1
Grape Vodka Froth,Cocktail Classics,1,Vodka,1.5
Grape Vodka Froth,Cocktail Classics,2,Grape Juice,1
Grape Vodka Froth,Cocktail Classics,3,Egg White,1
Grape Vodka Froth,Cocktail Classics,4,Lemon Juice,1
Grapefruit Nog,Cocktail Classics,1,Brandy,1.5
Grapefruit Nog,Cocktail Classics,2,Grapefruit Juice,0.5
Grapefruit Nog,Cocktail Classics,3,Lemon Juice,1
Grapefruit Nog,Cocktail Classics,4,Honey,1
Grapefruit Nog,Cocktail Classics,5,Whole Egg,1
Golden Slipper,Cocktail Classics,1,Yellow Chartreuse,0.75
Golden Slipper,Cocktail Classics,2,Apricot-Flavored Brandy,2
Golden Frappe,Cocktail Classics,1,Orange Juice,1
Golden Frappe,Cocktail Classics,2,Lemon Juice,2
Golden Frappe,Cocktail Classics,3,Sugar,1
Golden Frappe,Cocktail Classics,4,Port,1
Glass Tower,Vodka,1,Vodka,1
Glass Tower,Vodka,2,Peach schnapps,1
Glass Tower,Vodka,3,White rum,1
Glass Tower,Vodka,4,Triple Sec,1
Glass Tower,Vodka,5,Sambuca,0.5
Golden Fizz,Cocktail Classics,1,Juice of a Lemon,0.5
Golden Fizz,Cocktail Classics,2,Powdered Sugar,0.5
Golden Fizz,Cocktail Classics,3,Gin,1.5
Golden Fizz,Cocktail Classics,4,Egg Yolk,1
Gloom Lifter,Cocktail Classics,1,Blended whiskey,1
Gloom Lifter,Cocktail Classics,2,Brandy,0.5
Gloom Lifter,Cocktail Classics,3,Juice of a Lemon,0.5
Gloom Lifter,Cocktail Classics,4,Raspberry Syrup,1
Gloom Lifter,Cocktail Classics,5,Sugar,0.5
Gloom Lifter,Cocktail Classics,6,Egg White,0.5
Glogg,Cocktail Classics,1,"Wine (Port, Cream Sherry, Claret, Burgundy, or Madeira)",15.04
Glogg,Cocktail Classics,2,Dried Orange Peel,2
Glogg,Cocktail Classics,3,Cinnamon sticks,2
Glogg,Cocktail Classics,5,cloves,NA
Georgia Peach,Vodka,1,Vodka,1.5
Georgia Peach,Vodka,2,Peach schnapps,0.5
Georgia Peach,Vodka,3,Grenadine,1
Georgia Mule,Vodka,1,"Peach slice, skinned",1
Georgia Mule,Vodka,2,Vodka,1.5
Georgia Mule,Vodka,3,Fresh lemon juice,0.5
Georgia Mule,Vodka,4,Peach bitters,0.04
Gentle Ben,Vodka,1,Vodka,1
Gentle Ben,Vodka,2,Gin,1
Gentle Ben,Vodka,3,Blanco tequila,1
East India Cocktail No. 1,Brandy,1,Brandy,1.5
East India Cocktail No. 1,Brandy,2,Jamaica Rum,0.5
East India Cocktail No. 1,Brandy,3,Triple Sec,0.5
East India Cocktail No. 1,Brandy,4,Pineapple Juice,0.5
East India Cocktail No. 1,Brandy,5,Angostura Bitters,0.02
General Harrison's Eggnog,Cocktail Classics,1,Whole Egg,1
General Harrison's Eggnog,Cocktail Classics,2,Powdered Sugar,1
Gables Collins,Vodka,1,Vodka,1.5
Gables Collins,Vodka,2,Creme de noyaux,1
Gables Collins,Vodka,3,Fresh lemon juice,0.5
Gables Collins,Vodka,4,Pineapple Juice,0.5
Frozen Brandy and Rum,Cocktail Classics,1,Brandy,1.5
Frozen Brandy and Rum,Cocktail Classics,2,Light Rum,1
Frozen Brandy and Rum,Cocktail Classics,3,Lemon Juice,1
Frozen Brandy and Rum,Cocktail Classics,4,Egg Yolk,1
Frozen Brandy and Rum,Cocktail Classics,5,Powdered Sugar,1
Frozen Apple,Cocktail Classics,1,Applejack,1.5
Frozen Apple,Cocktail Classics,2,Lime Juice,1
Frozen Apple,Cocktail Classics,3,Sugar,1
Frozen Apple,Cocktail Classics,4,Egg White,0.5
Frisky Witch,Vodka,1,Vodka,1
Frisky Witch,Vodka,2,Sambuca,1
Froth Blower Cocktail,Cocktail Classics,1,Egg White,1
Froth Blower Cocktail,Cocktail Classics,2,Gin,2
Froth Blower Cocktail,Cocktail Classics,3,Grenadine,1
French Martini,Vodka,1,Vodka,1.5
French Martini,Vodka,2,Black raspberry liqueur,0.75
French Martini,Vodka,3,Pineapple Juice,0.75
Flatiron Martini,Vodka,1,Splash triple sec,1
Flatiron Martini,Vodka,2,Orange-flavored vodka,1.5
Flatiron Martini,Vodka,3,Lillet Blanc,1.5
Favourite Cocktail,Cocktail Classics,1,Apricot-Flavored Brandy,0.75
Favourite Cocktail,Cocktail Classics,2,Dry Vermouth,0.75
Favourite Cocktail,Cocktail Classics,3,Lemon Juice,0.75
Favourite Cocktail,Cocktail Classics,4,Gin,0.25
Electric Jam,Vodka,1,Vodka,1.25
Electric Jam,Vodka,2,Blue curacao,0.5
Electric Jam,Vodka,3,Simple Syrup,1
Electric Jam,Vodka,4,Fresh lemon juice,1
Fairy Belle Cocktail,Cocktail Classics,1,Egg White,1
Fairy Belle Cocktail,Cocktail Classics,2,Grenadine,1
Fairy Belle Cocktail,Cocktail Classics,3,Apricot-Flavored Brandy,0.75
Fairy Belle Cocktail,Cocktail Classics,4,Gin,1.5
Duke Cocktail,Cocktail Classics,1,Triple Sec,0.5
Duke Cocktail,Cocktail Classics,2,Orange Juice,1
Duke Cocktail,Cocktail Classics,3,Lemon Juice,2
Duke Cocktail,Cocktail Classics,4,Maraschino,0.5
Duke Cocktail,Cocktail Classics,5,Whole Egg,1
Dreamy Dorini Smoking Martini,Vodka,1,Vodka,2
Dreamy Dorini Smoking Martini,Vodka,2,"Smoky Scotch, such as Laphroaig",0.5
Dreamy Dorini Smoking Martini,Vodka,3,Pastis,4
Dubonnet Highball,Cocktail Classics,1,Dubonnet,2
Dubonnet Fizz,Cocktail Classics,1,Juice of Orange,0.5
Dubonnet Fizz,Cocktail Classics,2,Juice of a Lemon,0.25
Dubonnet Fizz,Cocktail Classics,3,cherry-flavored brandy,1
Dubonnet Fizz,Cocktail Classics,4,Dubonnet,2
Dubonnet Cocktail,Cocktail Classics,1,Dubonnet,1.5
Dubonnet Cocktail,Cocktail Classics,2,Gin,0.75
Dubonnet Cocktail,Cocktail Classics,3,Orange Bitters (if desired),0.02
Doctor Cook,Cocktail Classics,1,Gin,0.75
Doctor Cook,Cocktail Classics,2,Lemon Juice,1
Doctor Cook,Cocktail Classics,3,Maraschino,1
Doctor Cook,Cocktail Classics,4,Egg White,1
Desert Sunrise,Vodka,1,Vodka,1.25
Desert Sunrise,Vodka,2,Fresh orange juice,1.5
Desert Sunrise,Vodka,3,Pineapple Juice,1.5
Desert Sunrise,Vodka,4,Grenadine,1
Dillatini,Cocktail Classics,1,Gin,1.5
Dillatini,Cocktail Classics,2,Dry Vermouth,0.75
Devil's Cocktail,Cocktail Classics,1,Lemon Juice,0.5
Devil's Cocktail,Cocktail Classics,2,Port,1.5
Devil's Cocktail,Cocktail Classics,3,Dry Vermouth,1.5
Derby Fizz,Cocktail Classics,1,Juice of a Lemon,0.5
Derby Fizz,Cocktail Classics,2,Powdered Sugar,1
Derby Fizz,Cocktail Classics,3,Whole Egg,NA
Derby Fizz,Cocktail Classics,4,Scotch,2
Derby Fizz,Cocktail Classics,5,Triple Sec,1
Cubeltini,Vodka,1,Cucumber slices,3
Cubeltini,Vodka,2,Fresh mint leaves,NA
Cubeltini,Vodka,3,Simple Syrup,1.5
Cubeltini,Vodka,4,Vodka,2
Cubeltini,Vodka,5,Fresh Lime Juice,1
Crocodile Cooler,Vodka,1,Citrus-flavored vodka,1.5
Crocodile Cooler,Vodka,2,Melon liqueur,1
Crocodile Cooler,Vodka,3,Triple Sec,0.75
Crocodile Cooler,Vodka,4,Simple Syrup,0.75
Crocodile Cooler,Vodka,5,Fresh lemon juice,1
Cosmopolitan,Vodka,1,Vodka,1.5
Cosmopolitan,Vodka,2,Fresh Lime Juice,0.5
Cosmopolitan,Vodka,3,Triple Sec,0.5
Cosmopolitan,Vodka,4,Cranberry Juice,0.5
Dream Cocktail,Brandy,1,Brandy,1.5
Dream Cocktail,Brandy,2,Triple Sec,0.75
Dream Cocktail,Brandy,3,Anisette,1
Jean Lafitte Cocktail,Cocktail Classics,1,Gin,1
Jean Lafitte Cocktail,Cocktail Classics,2,Triple Sec,0.5
Jean Lafitte Cocktail,Cocktail Classics,3,Anis,0.5
Jean Lafitte Cocktail,Cocktail Classics,4,Powdered Sugar,1
Jean Lafitte Cocktail,Cocktail Classics,5,Egg Yolk,1
Japanese Fizz,Cocktail Classics,1,Juice of a Lemon,0.5
Japanese Fizz,Cocktail Classics,2,Powdered Sugar,1
Japanese Fizz,Cocktail Classics,3,Blended whiskey,1.5
Japanese Fizz,Cocktail Classics,4,Port,1
Japanese Fizz,Cocktail Classics,5,Egg White,1
Citronella Cooler,Vodka,1,Citrus-flavored vodka,1
Citronella Cooler,Vodka,2,Fresh Lime Juice,1
Citronella Cooler,Vodka,3,Lemonade,2
Citronella Cooler,Vodka,4,Cranberry Juice,1
North Pole Cocktail,Cocktail Classics,1,Egg White,1
North Pole Cocktail,Cocktail Classics,2,Lemon Juice,0.5
North Pole Cocktail,Cocktail Classics,3,Maraschino,0.5
North Pole Cocktail,Cocktail Classics,4,Gin,1
The Cinquecento,Vodka,1,Bison grass vodka (Zubrowka),1.5
The Cinquecento,Vodka,2,Benedictine,0.5
The Cinquecento,Vodka,3,Campari,0.5
The Cinquecento,Vodka,4,Fresh grapefruit juice,0.75
The Cinquecento,Vodka,5,Angostura Bitters,0.02
New Orleans Gin Fizz,Cocktail Classics,1,Juice of a Lemon,0.5
New Orleans Gin Fizz,Cocktail Classics,2,Juice of a Lime,0.5
New Orleans Gin Fizz,Cocktail Classics,3,Powdered Sugar,1
New Orleans Gin Fizz,Cocktail Classics,4,Egg White,1
New Orleans Gin Fizz,Cocktail Classics,5,Gin,2
New Orleans Gin Fizz,Cocktail Classics,6,"Light cream, 1/2 oz",1
Napoleon,Cocktail Classics,1,Gin,2
Napoleon,Cocktail Classics,2,Curacao,0.5
Napoleon,Cocktail Classics,3,Dubonnet,0.5
Zombie,Rum - Daiquiris,1,Gold rum,1
Zombie,Rum - Daiquiris,2,151-Proof Rum,1
Zombie,Rum - Daiquiris,3,Light Rum,1
Zombie,Rum - Daiquiris,4,"each Fresh Lime Juice, lemon juice, pineapple juie, and passion fruit syrup",1
Zombie,Rum - Daiquiris,5,Demerara Syrup,2
Zombie,Rum - Daiquiris,6,Tiki (such as Bittermen's 'Elemakule) or Angostura bitters (optional) Garnish: Fresh mint sprig,0.02
Kiss the Boys Goodbye,Cocktail Classics,1,Sloe gin,0.75
Kiss the Boys Goodbye,Cocktail Classics,2,Brandy,0.75
Kiss the Boys Goodbye,Cocktail Classics,3,Egg White,0.5
Kiss the Boys Goodbye,Cocktail Classics,4,Juice of a Lemon,1
X.Y.Z. Cocktail,Rum - Daiquiris,1,Light Rum,1
X.Y.Z. Cocktail,Rum - Daiquiris,2,Triple Sec,0.5
X.Y.Z. Cocktail,Rum - Daiquiris,3,Fresh lemon juice,0.5
K.G.B. Cocktail,Cocktail Classics,1,Kummel,0.5
K.G.B. Cocktail,Cocktail Classics,2,Gin,1.5
K.G.B. Cocktail,Cocktail Classics,3,Apricot-Flavored Brandy,0.25
K.G.B. Cocktail,Cocktail Classics,4,Lemon Juice,0.25
Eye-Opener,Cocktail Classics,1,Egg Yolk,1
Eye-Opener,Cocktail Classics,2,Powdered Sugar,0.5
Eye-Opener,Cocktail Classics,3,Anis,1
Eye-Opener,Cocktail Classics,4,Triple Sec,1
Eye-Opener,Cocktail Classics,5,White creme de cacao,1
Eye-Opener,Cocktail Classics,6,Light Rum,2
Wiki Waki Woo,Rum - Daiquiris,1,Light Rum,0.5
Wiki Waki Woo,Rum - Daiquiris,2,151-Proof Rum,0.5
Wiki Waki Woo,Rum - Daiquiris,3,"each Vodka, tequila blanco, triple sec",0.5
Wiki Waki Woo,Rum - Daiquiris,4,Amaretto,1
Wiki Waki Woo,Rum - Daiquiris,5,"each Fresh orange juice, pineapple juice, cranberry juice",1
Elk's Own Cocktail,Cocktail Classics,1,Egg White,1
Elk's Own Cocktail,Cocktail Classics,2,Blended whiskey,1.5
Elk's Own Cocktail,Cocktail Classics,3,Port,0.75
Elk's Own Cocktail,Cocktail Classics,4,Juice of a Lemon,0.25
Elk's Own Cocktail,Cocktail Classics,5,Powdered Sugar,1
Eggnog Supreme,Cocktail Classics,1,Medium Eggs,1
Eggnog Supreme,Cocktail Classics,2,Sugar,1
Eggnog Supreme,Cocktail Classics,3,Whole milk,1.5
Eggnog Supreme,Cocktail Classics,4,"Heavy Cream, Whipped",1
Eggnog Supreme,Cocktail Classics,5,Cognac,15.02
Egg Sour,Cocktail Classics,1,Whole Egg,1
Egg Sour,Cocktail Classics,2,Powdered Sugar,1
Egg Sour,Cocktail Classics,3,Juice of a Lemon,0.5
Egg Sour,Cocktail Classics,4,Brandy,2
Egg Sour,Cocktail Classics,5,Triple Sec,0.25
White Lion Cocktail,Cocktail Classics,1,Light Rum,1.5
White Lion Cocktail,Cocktail Classics,2,Fresh lemon juice,1
White Lion Cocktail,Cocktail Classics,3,Simple Syrup,0.5
White Lion Cocktail,Cocktail Classics,4,Grenadine,1
White Lion Cocktail,Cocktail Classics,5,Angostura Bitters,0.04
White Lily Cocktail,Rum - Daiquiris,1,Light Rum,0.75
White Lily Cocktail,Rum - Daiquiris,2,Triple Sec,0.75
White Lily Cocktail,Rum - Daiquiris,3,Gin,0.75
White Lily Cocktail,Rum - Daiquiris,4,Anisette,1
Ice Cream Flip,Rum - Daiquiris,1,Whole Egg,1
Ice Cream Flip,Rum - Daiquiris,2,Maraschino,1
Ice Cream Flip,Rum - Daiquiris,3,Triple Sec,1
Outrigger,Cocktail Classics,1,Peach-flavored brandy,1
Outrigger,Cocktail Classics,2,Lime Vodka,1
Outrigger,Cocktail Classics,3,Pineapple Juice,1
Opera Cocktail,Cocktail Classics,1,Maraschino,1
Opera Cocktail,Cocktail Classics,2,Dubonnet,0.5
Opera Cocktail,Cocktail Classics,3,Gin,1.5
Virginia Dare,Rum - Daiquiris,1,Ripe pear,2
Virginia Dare,Rum - Daiquiris,2,Dark rum,2
Virginia Dare,Rum - Daiquiris,3,Benedictine,0.5
Virginia Dare,Rum - Daiquiris,4,Angostura Bitters,0.04
Opening Cocktail,Cocktail Classics,1,Grenadine,0.5
Opening Cocktail,Cocktail Classics,2,Sweet Vermouth,0.5
Opening Cocktail,Cocktail Classics,3,Blended whiskey,1.5
Queen Bee,Cocktail Classics,1,Lime Vodka,1.5
Queen Bee,Cocktail Classics,2,Coffee-flavored brandy,1
Queen Bee,Cocktail Classics,3,Cream sherry,0.5
Van Vleet,Rum - Daiquiris,1,Light Rum,3
Van Vleet,Rum - Daiquiris,2,Maple Syrup,1
Van Vleet,Rum - Daiquiris,3,Fresh lemon juice,1
Zaza Cocktail,Cocktail Classics,1,Gin,1.5
Zaza Cocktail,Cocktail Classics,2,Dubonnet,0.75
The Vacation Cocktail,Rum - Daiquiris,1,Peeled and chopped fresh ginger,1
The Vacation Cocktail,Rum - Daiquiris,2,Fresh Lime Juice,0.75
The Vacation Cocktail,Rum - Daiquiris,3,"each Simple Syrup, light rum, dark rum",0.5
The Vacation Cocktail,Rum - Daiquiris,4,Mango juice,1
The Vacation Cocktail,Rum - Daiquiris,5,"each Cranberry Juice, orange juice, spiced rum",0.5
Dolores,Brandy,1,"Brandy, preferably Spanish",1
Dolores,Brandy,2,Cherry liqueur,1
Dolores,Brandy,3,White or dark creme de cacao,1
Dolores,Brandy,4,Egg White,1
Vesuvio,Cocktail Classics,1,Light Rum,1
Vesuvio,Cocktail Classics,2,Juice of a Lemon,0.5
Vesuvio,Cocktail Classics,3,Powdered Sugar,1
Vesuvio,Cocktail Classics,4,Egg White,0.5
Vesuvio,Cocktail Classics,5,Sweet Vermouth,0.5
Urban Anxiety,Rum,1,Cachaca,1
Urban Anxiety,Rum,2,Sweet Vermouth,1
Urban Anxiety,Rum,3,Cynar,0.75
Urban Anxiety,Rum,4,Angostura Bitters,0.04
Virgin,Cocktail Classics,1,Gin,1
Virgin,Cocktail Classics,2,White creme de menthe,0.5
Virgin,Cocktail Classics,3,Forbidden Fruit,1
Tropica Cocktail,Rum - Daiquiris,1,Light Rum,2
Tropica Cocktail,Rum - Daiquiris,2,Pineapple Juice,3
Tropica Cocktail,Rum - Daiquiris,3,Fresh grapefruit juice,1
Tropica Cocktail,Rum - Daiquiris,4,Grenadine,1
Vermouth Cassis,Cocktail Classics,1,Creme de Cassis,0.75
Vermouth Cassis,Cocktail Classics,2,Dry Vermouth,1.5
Verboten,Cocktail Classics,1,Gin,1.5
Verboten,Cocktail Classics,2,Forbidden Fruit,1
Verboten,Cocktail Classics,3,Orange Juice,1
Verboten,Cocktail Classics,4,Lemon Juice,1
Velvet Hammer No. 2,Cocktail Classics,1,Strega,1.5
Velvet Hammer No. 2,Cocktail Classics,2,White creme de cacao,1
Velvet Hammer No. 2,Cocktail Classics,3,Light cream,1
Velvet Hammer No. 1,Cocktail Classics,1,Vodka,1.5
Velvet Hammer No. 1,Cocktail Classics,2,Creme de Cacao,1
Velvet Hammer No. 1,Cocktail Classics,3,Light cream,1
Ulanda Cocktail,Cocktail Classics,1,Gin,1.5
Ulanda Cocktail,Cocktail Classics,2,Triple Sec,0.75
Ulanda Cocktail,Cocktail Classics,3,Anis,0.25
Torridora Cocktail,Rum - Daiquiris,1,Light Rum,1.5
Torridora Cocktail,Rum - Daiquiris,2,Coffee-flavored brandy,0.5
Torridora Cocktail,Rum - Daiquiris,3,half-and-half,1.5
Torridora Cocktail,Rum - Daiquiris,4,151-Proof Rum,1
Boston Sour,Cocktail Classics,1,Juice of a Lemon,0.5
Boston Sour,Cocktail Classics,2,Powdered Sugar,1
Boston Sour,Cocktail Classics,3,Blended whiskey,2
Boston Sour,Cocktail Classics,4,Egg White,1
Three Miller Cocktail,Rum - Daiquiris,1,Fresh cherry tomatoes,3
Three Miller Cocktail,Rum - Daiquiris,2,Dark rum,2
Three Miller Cocktail,Rum - Daiquiris,3,Fresh Lime Juice,1
Three Miller Cocktail,Rum - Daiquiris,4,Simple Syrup,1
Three Miller Cocktail,Rum - Daiquiris,5,Angostura Bitters,0.02
Bird-of-Paradise Fizz,Cocktail Classics,1,Juice of a Lemon,0.5
Bird-of-Paradise Fizz,Cocktail Classics,2,Powdered Sugar,1
Bird-of-Paradise Fizz,Cocktail Classics,3,Egg White,1
Bird-of-Paradise Fizz,Cocktail Classics,4,Grenadine,1
Bird-of-Paradise Fizz,Cocktail Classics,5,Gin,2
Biffy Cocktail,Cocktail Classics,1,Juice of a Lemon,0.5
Biffy Cocktail,Cocktail Classics,2,Swedish Punch,1
Biffy Cocktail,Cocktail Classics,3,Gin,1.5
Between-The-Sheets Cocktail,Cocktail Classics,1,Juice of a Lemon,0.25
Between-The-Sheets Cocktail,Cocktail Classics,2,Brandy,0.5
Between-The-Sheets Cocktail,Cocktail Classics,3,Triple Sec,0.5
Between-The-Sheets Cocktail,Cocktail Classics,4,Light Rum,0.5
Third-Rail Cocktail,Rum - Daiquiris,1,Light Rum,0.75
Third-Rail Cocktail,Rum - Daiquiris,2,Apple Brandy,0.75
Third-Rail Cocktail,Rum - Daiquiris,3,Brandy,0.75
Third-Rail Cocktail,Rum - Daiquiris,4,Anisette,0.25
Bentley,Cocktail Classics,1,Apple Brandy,1.5
Bentley,Cocktail Classics,2,Dubonnet,1
Tahiti Club,Rum - Daiquiris,1,Light Rum,2
Tahiti Club,Rum - Daiquiris,2,Fresh lemon juice,0.5
Tahiti Club,Rum - Daiquiris,3,Fresh Lime Juice,0.5
Tahiti Club,Rum - Daiquiris,4,Pineapple Juice,0.5
Tahiti Club,Rum - Daiquiris,5,Maraschino liqueur,0.25
Barton Special,Cocktail Classics,1,Applejack,0.5
Barton Special,Cocktail Classics,2,Scotch,0.25
Barton Special,Cocktail Classics,3,Gin,0.25
Barnaby's Buffalo Blizzard,Cocktail Classics,1,White creme de cacao,1
Barnaby's Buffalo Blizzard,Cocktail Classics,2,Vodka,0.75
Barnaby's Buffalo Blizzard,Cocktail Classics,3,Galliano,1
Barnaby's Buffalo Blizzard,Cocktail Classics,5,Grenadine,1
Susie Taylor,Rum - Daiquiris,1,Light Rum,2
Susie Taylor,Rum - Daiquiris,2,Fresh Lime Juice,0.5
Baltimore Bracer,Cocktail Classics,1,Anisette,1
Baltimore Bracer,Cocktail Classics,2,Brandy,1
Baltimore Bracer,Cocktail Classics,3,Egg White,1
Bachelor's Bait Cocktail,Cocktail Classics,1,Gin,1.5
Bachelor's Bait Cocktail,Cocktail Classics,2,Egg White,1
Bachelor's Bait Cocktail,Cocktail Classics,3,Orange Bitters,0.02
Bachelor's Bait Cocktail,Cocktail Classics,4,Grenadine,0.5
Bushranger,Cocktail Classics,1,Light Rum,1.5
Bushranger,Cocktail Classics,2,Dubonnet,1
Bushranger,Cocktail Classics,3,Bitters,0.02
Sunset at Gowanus,Rum - Daiquiris,1,Dark rum,2
Sunset at Gowanus,Rum - Daiquiris,2,Fresh Lime Juice,0.75
Sunset at Gowanus,Rum - Daiquiris,3,Maple Syrup,0.5
Sunset at Gowanus,Rum - Daiquiris,4,Brandy,0.25
Sunset at Gowanus,Rum - Daiquiris,5,Yellow Chartreuse,0.25
Bulldog Highballl,Cocktail Classics,1,Juice of Orange,0.5
Bulldog Highballl,Cocktail Classics,2,Gin,2
Bucks Fizz (Mimosa),Cocktail Classics,1,Orange Juice,2
Buckjones,Cocktail Classics,1,Light Rum,1.5
Buckjones,Cocktail Classics,2,Sweet Sherry,1
Buckjones,Cocktail Classics,3,Juice of a Lime,0.5
Stormy Colada,Rum - Daiquiris,1,Dark rum,2
Stormy Colada,Rum - Daiquiris,2,Pineapple Juice,2
Bronx SIlver Cocktail,Cocktail Classics,1,Juice of Orange,0.5
Bronx SIlver Cocktail,Cocktail Classics,2,Egg White,1
Bronx SIlver Cocktail,Cocktail Classics,3,Dry Vermouth,0.5
Bronx SIlver Cocktail,Cocktail Classics,4,Gin,1
Bronx Golden Cocktail,Cocktail Classics,1,Gin,1
Bronx Golden Cocktail,Cocktail Classics,2,Sweet Vermouth,0.5
Bronx Golden Cocktail,Cocktail Classics,3,Dry Vermouth,0.5
Bronx Golden Cocktail,Cocktail Classics,4,Orange,0.25
Stone Wall,Rum - Daiquiris,1,thin Peeled fresh ginger,NA
Stone Wall,Rum - Daiquiris,2,Demerara Syrup,0.75
Stone Wall,Rum - Daiquiris,3,Fresh apple cider,1.5
Stone Wall,Rum - Daiquiris,4,Light Rum,1.5
Depth Bomb,Brandy,1,Apple Brandy,1
Depth Bomb,Brandy,2,Brandy,1
Depth Bomb,Brandy,3,Fresh lemon juice,1
Depth Bomb,Brandy,4,Grenadine,1
Stone Cocktail,Rum - Daiquiris,1,Dry Sherry,1
Stone Cocktail,Rum - Daiquiris,2,Light Rum,0.5
Stone Cocktail,Rum - Daiquiris,3,Sweet Vermouth,0.5
Almeria,Cocktail Classics,1,17-year-old J. Wray and Nephew Ltd. Rum,1.5
Almeria,Cocktail Classics,2,Coffee-flavored liqueur,1
Almeria,Cocktail Classics,3,Egg White,1
Aunt Jemima,Cocktail Classics,1,Brandy,0.5
Aunt Jemima,Cocktail Classics,2,White creme de cacao,0.5
Aunt Jemima,Cocktail Classics,3,Benedictine,0.5
Spanish Town Cocktail,Rum - Daiquiris,1,Light Rum,2
Spanish Town Cocktail,Rum - Daiquiris,2,Triple Sec,0.5
Apricot Lady,Cocktail Classics,1,Light Rum,1.25
Apricot Lady,Cocktail Classics,2,Apricot-Flavored Brandy,1
Apricot Lady,Cocktail Classics,3,Triple Sec,0.25
Apricot Lady,Cocktail Classics,4,Lime Juice,1
Apricot Lady,Cocktail Classics,5,Egg White,1
Apricot Anise Collins,Cocktail Classics,1,Gin,1.5
Apricot Anise Collins,Cocktail Classics,2,Apricot-Flavored Brandy,0.5
Apricot Anise Collins,Cocktail Classics,3,Anisette,1.5
Apricot Anise Collins,Cocktail Classics,4,Lemon Juice,1
Apple Rum Rickey,Cocktail Classics,1,Applejack,0.75
Apple Rum Rickey,Cocktail Classics,2,Light Rum,0.75
Apple Rum Rickey,Cocktail Classics,3,Lime,0.25
